date;time;puls;interval[s];dH/dt[uSv/h];comment
01.01.2010;02:56:00;261;120;0.995209;
01.01.2010;02:58:00;264;120;1.007141;
01.01.2010;03:00:00;267;120;1.020111;
01.01.2010;03:02:00;270;120;1.033142;
01.01.2010;03:04:00;273;120;1.046173;
01.01.2010;03:06:00;276;120;1.059235;
01.01.2010;03:08:00;279;120;1.071335;
01.01.2010;03:10:00;282;120;1.084488;
01.01.2010;03:12:00;285;120;1.097656;
01.01.2010;03:14:00;288;120;1.110870;
01.01.2010;03:16:00;291;120;1.124130;
01.01.2010;03:18:00;294;120;1.136383;
01.01.2010;03:20:00;297;120;1.149704;
01.01.2010;03:22:00;300;120;1.163071;
01.01.2010;03:24:00;303;120;1.176453;
01.01.2010;03:26:00;306;120;1.189865;
01.01.2010;03:28:00;309;120;1.202286;
01.01.2010;03:30:00;312;120;1.215790;
01.01.2010;03:32:00;315;120;1.229309;
01.01.2010;03:34:00;318;120;1.242874;
01.01.2010;03:36:00;321;120;1.256485;
01.01.2010;03:38:00;324;120;1.269073;
01.01.2010;03:40:00;327;120;1.282745;
01.01.2010;03:42:00;330;120;1.296463;
01.01.2010;03:44:00;333;120;1.310211;
01.01.2010;03:46:00;336;120;1.323990;
01.01.2010;03:48:00;339;120;1.336731;
01.01.2010;03:50:00;342;120;1.350616;
01.01.2010;03:52:00;345;120;1.364502;
01.01.2010;03:54:00;348;120;1.378418;
01.01.2010;03:56:00;351;120;1.392410;
01.01.2010;03:58:00;354;120;1.405334;
01.01.2010;04:00:00;357;120;1.419373;
01.01.2010;04:02:00;360;120;1.433487;
01.01.2010;04:04:00;363;120;1.447601;
01.01.2010;04:06:00;366;120;1.461746;
01.01.2010;04:08:00;369;120;1.474854;
01.01.2010;04:10:00;372;120;1.489105;
01.01.2010;04:12:00;375;120;1.503372;
01.01.2010;04:14:00;378;120;1.517685;
01.01.2010;04:16:00;381;120;1.532059;
01.01.2010;04:18:00;384;120;1.545334;
01.01.2010;04:20:00;387;120;1.559769;
01.01.2010;04:22:00;390;120;1.574265;
01.01.2010;04:24:00;393;120;1.588760;
01.01.2010;04:26:00;396;120;1.603302;
01.01.2010;04:28:00;399;120;1.616776;
01.01.2010;04:30:00;402;120;1.631424;
01.01.2010;04:32:00;405;120;1.646088;
01.01.2010;04:34:00;408;120;1.660797;
01.01.2010;04:36:00;411;120;1.675568;
01.01.2010;04:38:00;414;120;1.689224;
01.01.2010;04:40:00;417;120;1.704056;
01.01.2010;04:42:00;420;120;1.718948;
01.01.2010;04:44:00;423;120;1.733871;
01.01.2010;04:46:00;426;120;1.748810;
01.01.2010;04:48:00;429;120;1.762665;
01.01.2010;04:50:00;432;120;1.777725;
01.01.2010;04:52:00;435;120;1.792801;
01.01.2010;04:54:00;438;120;1.807922;
01.01.2010;04:56:00;441;120;1.823120;
01.01.2010;04:58:00;444;120;1.837158;
01.01.2010;05:00:00;447;120;1.852402;
01.01.2010;05:02:00;450;120;1.867737;
01.01.2010;05:04:00;453;120;1.883072;
01.01.2010;05:06:00;456;120;1.898453;
01.01.2010;05:08:00;459;120;1.912689;
01.01.2010;05:10:00;462;120;1.928192;
01.01.2010;05:12:00;465;120;1.943695;
01.01.2010;05:14:00;468;120;1.959244;
01.01.2010;05:16:00;471;120;1.974884;
01.01.2010;05:18:00;474;120;1.989319;
01.01.2010;05:20:00;477;120;2.005005;
01.01.2010;05:22:00;480;120;2.020782;
01.01.2010;05:24:00;483;120;2.036560;
01.01.2010;05:26:00;486;120;2.052368;
01.01.2010;05:28:00;489;120;2.067017;
01.01.2010;05:30:00;492;120;2.082977;
01.01.2010;05:32:00;495;120;2.098938;
01.01.2010;05:34:00;498;120;2.114929;
01.01.2010;05:36:00;501;120;2.131027;
01.01.2010;05:38:00;504;120;2.145889;
01.01.2010;05:40:00;507;120;2.162033;
01.01.2010;05:42:00;510;120;2.178268;
01.01.2010;05:44:00;513;120;2.194504;
01.01.2010;05:46:00;516;120;2.210785;
01.01.2010;05:48:00;519;120;2.225861;
01.01.2010;05:50:00;522;120;2.242294;
01.01.2010;05:52:00;525;120;2.258713;
01.01.2010;05:54:00;528;120;2.275192;
01.01.2010;05:56:00;531;120;2.291763;
01.01.2010;05:58:00;534;120;2.307068;
01.01.2010;06:00:00;537;120;2.323685;
01.01.2010;06:02:00;540;120;2.340393;
01.01.2010;06:04:00;543;120;2.357117;
01.01.2010;06:06:00;546;120;2.373886;
01.01.2010;06:08:00;549;120;2.389404;
01.01.2010;06:10:00;552;120;2.406326;
01.01.2010;06:12:00;555;120;2.423248;
01.01.2010;06:14:00;558;120;2.440201;
01.01.2010;06:16:00;561;120;2.457275;
01.01.2010;06:18:00;564;120;2.473038;
01.01.2010;06:20:00;567;120;2.490158;
01.01.2010;06:22:00;570;120;2.507385;
01.01.2010;06:24:00;573;120;2.524597;
01.01.2010;06:26:00;576;120;2.541870;
01.01.2010;06:28:00;579;120;2.557877;
01.01.2010;06:30:00;582;120;2.575302;
01.01.2010;06:32:00;585;120;2.592728;
01.01.2010;06:34:00;588;120;2.610214;
01.01.2010;06:36:00;591;120;2.623428;
01.01.2010;06:38:00;594;120;2.636520;
01.01.2010;06:40:00;597;120;2.650787;
01.01.2010;06:42:00;600;120;2.664993;
01.01.2010;06:44:00;603;120;2.679276;
01.01.2010;06:46:00;606;120;2.693497;
01.01.2010;06:48:00;609;120;2.706680;
01.01.2010;06:50:00;612;120;2.720917;
01.01.2010;06:52:00;615;120;2.735168;
01.01.2010;06:54:00;618;120;2.749481;
01.01.2010;06:56:00;621;120;2.763733;
01.01.2010;06:58:00;624;120;2.776962;
01.01.2010;07:00:00;627;120;2.791229;
01.01.2010;07:02:00;630;120;2.805573;
01.01.2010;07:04:00;633;120;2.819870;
01.01.2010;07:06:00;636;120;2.834229;
01.01.2010;07:08:00;639;120;2.847412;
01.01.2010;07:10:00;642;120;2.861801;
01.01.2010;07:12:00;645;120;2.876114;
01.01.2010;07:14:00;648;120;2.890503;
01.01.2010;07:16:00;651;120;2.904831;
01.01.2010;07:18:00;654;120;2.918137;
01.01.2010;07:20:00;657;120;2.932480;
01.01.2010;07:22:00;660;120;2.946899;
01.01.2010;07:24:00;663;120;2.961258;
01.01.2010;07:26:00;666;120;2.975708;
01.01.2010;07:28:00;669;120;2.988968;
01.01.2010;07:30:00;672;120;3.003418;
01.01.2010;07:32:00;675;120;3.017807;
01.01.2010;07:34:00;678;120;3.032272;
01.01.2010;07:36:00;681;120;3.046677;
01.01.2010;07:38:00;684;120;3.060043;
01.01.2010;07:40:00;687;120;3.074463;
01.01.2010;07:42:00;690;120;3.088974;
01.01.2010;07:44:00;693;120;3.103409;
01.01.2010;07:46:00;696;120;3.117920;
01.01.2010;07:48:00;699;120;3.131256;
01.01.2010;07:50:00;702;120;3.145782;
01.01.2010;07:52:00;705;120;3.160248;
01.01.2010;07:54:00;708;120;3.174789;
01.01.2010;07:56:00;711;120;3.189270;
01.01.2010;07:58:00;714;120;3.202713;
01.01.2010;08:00:00;717;120;3.217209;
01.01.2010;08:02:00;720;120;3.231781;
01.01.2010;08:04:00;723;120;3.246292;
01.01.2010;08:06:00;726;120;3.260818;
01.01.2010;08:08:00;729;120;3.274292;
01.01.2010;08:10:00;732;120;3.288895;
01.01.2010;08:12:00;735;120;3.303436;
01.01.2010;08:14:00;738;120;3.317993;
01.01.2010;08:16:00;741;120;3.332626;
01.01.2010;08:18:00;744;120;3.346054;
01.01.2010;08:20:00;747;120;3.360703;
01.01.2010;08:22:00;750;120;3.375290;
01.01.2010;08:24:00;753;120;3.389954;
01.01.2010;08:26:00;756;120;3.404541;
01.01.2010;08:28:00;759;120;3.418091;
01.01.2010;08:30:00;762;120;3.432693;
01.01.2010;08:32:00;765;120;3.447388;
01.01.2010;08:34:00;768;120;3.462021;
01.01.2010;08:36:00;771;120;3.476730;
01.01.2010;08:38:00;774;120;3.490234;
01.01.2010;08:40:00;777;120;3.504959;
01.01.2010;08:42:00;780;120;3.519623;
01.01.2010;08:44:00;783;120;3.534363;
01.01.2010;08:46:00;786;120;3.549026;
01.01.2010;08:48:00;789;120;3.562653;
01.01.2010;08:50:00;792;120;3.577332;
01.01.2010;08:52:00;795;120;3.592117;
01.01.2010;08:54:00;798;120;3.606812;
